Date,Type,Prev. Hobbs,Hobbs,L. Cycles,R.Cycles,Landings,T.T. A/C,L. Eng. TSO,R. Eng. TSO,L. Eng. CSN,R. Eng. CSN,Landings,Flight Time,Notes, L. Eng. S New , R Eng. S New 
9/18/2000,,,0.0 ,,,," 7,869.3 ",,,,," 7,869 ",,,,
10/2/2000,,0.0, 6.4 ,4,4,4," 7,875.7 ", 6.4 , 6.4 , 4 , 4 ," 7,873 ", 6.40 ,,,
10/9/2000,, 6.4 , 11.5 ,4,4,4," 7,880.8 ", 11.5 , 11.5 , 8 , 8 ," 7,877 ", 5.10 ,,,
10/18/2000,, 11.5 , 17.0 ,5,5,5," 7,886.3 ", 17.0 , 17.0 , 13 , 13 ," 7,882 ", 5.50 ,,,
10/30/2000,, 17.0 , 22.4 ,4,4,4," 7,891.7 ", 22.4 , 22.4 , 17 , 17 ," 7,886 ", 5.40 ,,,
10/31/2000,, 22.4 , 31.3 ,4,4,4," 7,900.6 ", 31.3 , 31.3 , 21 , 21 ," 7,890 ", 8.90 ,,,
11/6/2000,, 31.3 , 32.9 ,2,2,2," 7,902.2 ", 32.9 , 32.9 , 23 , 23 ," 7,892 ", 1.60 ,,,
11/9/2000,, 32.9 , 34.4 ,2,2,2," 7,903.7 ", 34.4 , 34.4 , 25 , 25 ," 7,894 ", 1.50 ,,,
11/10/2000,, 34.4 , 36.1 ,2,2,2," 7,905.4 ", 36.1 , 36.1 , 27 , 27 ," 7,896 ", 1.70 ,,,
11/10/2000,, 36.1 , 37.6 ,2,2,2," 7,906.9 ", 37.6 , 37.6 , 29 , 29 ," 7,898 ", 1.50 ,,,
11/13/2000,, 37.6 , 39.2 ,2,2,2," 7,908.5 ", 39.2 , 39.2 , 31 , 31 ," 7,900 ", 1.60 ,,,
11/16/2000,, 39.2 , 40.7 ,2,2,2," 7,910.0 ", 40.7 , 40.7 , 33 , 33 ," 7,902 ", 1.50 ,,,
11/20/2000,, 40.7 , 47.8 ,6,6,6," 7,917.1 ", 47.8 , 47.8 , 39 , 39 ," 7,908 ", 7.10 ,,,
11/23/2000,, 47.8 , 49.4 ,2,2,2," 7,918.7 ", 49.4 , 49.4 , 41 , 41 ," 7,910 ", 1.60 ,,,
11/27/2000,, 49.4 , 50.9 ,2,2,2," 7,920.2 ", 50.9 , 50.9 , 43 , 43 ," 7,912 ", 1.50 ,,,
11/30/2000,, 50.9 , 52.4 ,2,2,2," 7,921.7 ", 52.4 , 52.4 , 45 , 45 ," 7,914 ", 1.50 ,,,
12/11/2000,, 52.4 , 54.1 ,2,2,2," 7,923.4 ", 54.1 , 54.1 , 47 , 47 ," 7,916 ", 1.70 ,,,
12/30/2000,, 54.1 , 61.5 ,4,4,4," 7,930.8 ", 61.5 , 61.5 , 51 , 51 ," 7,920 ", 7.40 ,,,
1/16/2001,, 61.5 , 71.5 ,2,2,2," 7,940.8 ", 71.5 , 71.5 , 53 , 53 ," 7,922 ", 10.00 ,,,
1/17/2001,, 71.5 , 76.6 ,3,3,3," 7,945.9 ", 76.6 , 76.6 , 56 , 56 ," 7,925 ", 5.10 ,,,
1/19/2001,, 76.6 , 79.6 ,3,3,3," 7,948.9 ", 79.6 , 79.6 , 59 , 59 ," 7,928 ", 3.00 ,,,
1/22/2001,, 79.6 , 81.1 ,2,2,2," 7,950.4 ", 81.1 , 81.1 , 61 , 61 ," 7,930 ", 1.50 ,,,
1/24/2001,, 81.1 , 82.6 ,2,2,2," 7,951.9 ", 82.6 , 82.6 , 63 , 63 ," 7,932 ", 1.50 ,,,
2/5/2001,, 82.6 , 84.1 ,2,2,2," 7,953.4 ", 84.1 , 84.1 , 65 , 65 ," 7,934 ", 1.50 ,,,
2/7/2001,, 84.1 , 85.6 ,2,2,2," 7,954.9 ", 85.6 , 85.6 , 67 , 67 ," 7,936 ", 1.50 ,,,
2/18/2001,, 85.6 , 87.6 ,3,3,3," 7,956.9 ", 87.6 , 87.6 , 70 , 70 ," 7,939 ", 2.00 ,,,
3/10/2001,, 87.6 , 98.6 ,2,2,2," 7,967.9 ", 98.6 , 98.6 , 72 , 72 ," 7,941 ", 11.00 ,,,
3/17/2001,, 98.6 , 104.1 ,2,2,2," 7,973.4 ", 104.1 , 104.1 , 74 , 74 ," 7,943 ", 5.50 ,,,
3/21/2001,, 104.1 , 106.9 ,4,4,4," 7,976.2 ", 106.9 , 106.9 , 78 , 78 ," 7,947 ", 2.80 ,,,
3/30/2001,, 106.9 , 107.6 ,1,1,1," 7,976.9 ", 107.6 , 107.6 , 79 , 79 ," 7,948 ", 0.70 ,,,
4/6/2001,, 107.6 , 117.6 ,6,6,6," 7,986.9 ", 117.6 , 117.6 , 85 , 85 ," 7,954 ", 10.00 ,,,
4/12/2001,, 117.6 , 127.3 ,2,2,2," 7,996.6 ", 127.3 , 127.3 , 87 , 87 ," 7,956 ", 9.70 ,,,
4/19/2001,, 127.3 , 134.5 ,7,7,7," 8,003.8 ", 134.5 , 134.5 , 94 , 94 ," 7,963 ", 7.20 ,,,
5/8/2001,, 134.5 , 136.1 ,2,2,2," 8,005.4 ", 136.1 , 136.1 , 96 , 96 ," 7,965 ", 1.60 ,,,
5/12/2001,, 136.1 , 142.3 ,3,3,3," 8,011.6 ", 142.3 , 142.3 , 99 , 99 ," 7,968 ", 6.20 ,,,
5/22/2001,, 142.3 , 145.3 ,3,3,3," 8,014.6 ", 145.3 , 145.3 , 102 , 102 ," 7,971 ", 3.00 ,,,
5/23/2001,, 145.3 , 147.4 ,2,2,2," 8,016.7 ", 147.4 , 147.4 , 104 , 104 ," 7,973 ", 2.10 ,,,
5/31/2001,, 147.4 , 149.8 ,4,4,4," 8,019.1 ", 149.8 , 149.8 , 108 , 108 ," 7,977 ", 2.40 ,,,
,, 149.8 , 151.2 ,2,2,2," 8,020.5 ", 151.2 , 151.2 , 110 , 110 ," 7,979 ", 1.40 ,,,
6/6/2001,, 151.2 , 152.8 ,2,2,2," 8,022.1 ", 152.8 , 152.8 , 112 , 112 ," 7,981 ", 1.60 ,,,
6/10/2001,, 152.8 , 154.8 ,3,3,3," 8,024.1 ", 154.8 , 154.8 , 115 , 115 ," 7,984 ", 2.00 ,,,
6/18/2001,, 154.8 , 156.4 ,2,2,2," 8,025.7 ", 156.4 , 156.4 , 117 , 117 ," 7,986 ", 1.60 ,,,
6/25/2001,, 156.4 , 158.3 ,2,2,2," 8,027.6 ", 158.3 , 158.3 , 119 , 119 ," 7,988 ", 1.90 ,,,
6/28/2001,, 158.3 , 164.2 ,4,4,4," 8,033.5 ", 164.2 , 164.2 , 123 , 123 ," 7,992 ", 5.90 ,,,
7/3/2001,, 164.2 , 169.7 ,5,5,5," 8,039.0 ", 169.7 , 169.7 , 128 , 128 ," 7,997 ", 5.50 ,,,
7/6/2001,, 169.7 , 171.2 ,2,2,2," 8,040.5 ", 171.2 , 171.2 , 130 , 130 ," 7,999 ", 1.50 ,,,
7/13/2001,, 171.2 , 171.9 ,2,2,2," 8,041.2 ", 171.9 , 171.9 , 132 , 132 ," 8,001 ", 0.70 ,,,
7/15/2001,, 171.9 , 176.3 ,2,2,2," 8,045.6 ", 176.3 , 176.3 , 134 , 134 ," 8,003 ", 4.40 ,,,
7/25/2001,, 176.3 , 177.8 ,2,2,2," 8,047.1 ", 177.8 , 177.8 , 136 , 136 ," 8,005 ", 1.50 ,,,
7/25/2001,, 177.8 , 179.3 ,2,2,2," 8,048.6 ", 179.3 , 179.3 , 138 , 138 ," 8,007 ", 1.50 ,,,
7/30/2001,, 179.3 , 181.9 ,3,3,3," 8,051.2 ", 181.9 , 181.9 , 141 , 141 ," 8,010 ", 2.60 ,,,
7/31/2001,, 181.9 , 186.5 ,4,4,4," 8,055.8 ", 186.5 , 186.5 , 145 , 145 ," 8,014 ", 4.60 ,,,
8/3/2001,, 186.5 , 193.9 ,4,4,4," 8,063.2 ", 193.9 , 193.9 , 149 , 149 ," 8,018 ", 7.40 ,,,
8/18/2001,, 193.9 , 195.3 ,2,2,2," 8,064.6 ", 195.3 , 195.3 , 151 , 151 ," 8,020 ", 1.40 ,,,
8/21/2001,, 195.3 , 197.5 ,4,4,4," 8,066.8 ", 197.5 , 197.5 , 155 , 155 ," 8,024 ", 2.20 ,,,
8/22/2001,, 197.5 , 199.0 ,2,2,2," 8,068.3 ", 199.0 , 199.0 , 157 , 157 ," 8,026 ", 1.50 ,,,
8/23/2001,, 199.0 , 201.6 ,3,3,3," 8,070.9 ", 201.6 , 201.6 , 160 , 160 ," 8,029 ", 2.60 ,,,
8/28/2001,, 201.6 , 203.1 ,2,2,2," 8,072.4 ", 203.1 , 203.1 , 162 , 162 ," 8,031 ", 1.50 ,,,
9/5/2001,, 203.1 , 204.6 ,2,2,2," 8,073.9 ", 204.6 , 204.6 , 164 , 164 ," 8,033 ", 1.50 ,,,
9/6/2001,, 204.6 , 209.4 ,3,3,3," 8,078.7 ", 209.4 , 209.4 , 167 , 167 ," 8,036 ", 4.80 ,,,
9/7/2001,, 209.4 , 220.7 ,2,2,2," 8,090.0 ", 220.7 , 220.7 , 169 , 169 ," 8,038 ", 11.30 ,,,
9/9/2001,, 220.7 , 221.8 ,2,2,2," 8,091.1 ", 221.8 , 221.8 , 171 , 171 ," 8,040 ", 1.10 ,,,
9/13/2001,, 221.8 , 227.1 ,3,3,3," 8,096.4 ", 227.1 , 227.1 , 174 , 174 ," 8,043 ", 5.30 ,,,
9/23/2001,, 227.1 , 229.3 ,2,2,2," 8,098.6 ", 229.3 , 229.3 , 176 , 176 ," 8,045 ", 2.20 ,,,
9/24/2001,, 229.3 , 230.6 ,2,2,2," 8,099.9 ", 230.6 , 230.6 , 178 , 178 ," 8,047 ", 1.30 ,,,
9/27/2001,, 230.6 , 241.1 ,7,7,7 ," 8,110.4 ", 241.1 , 241.1 , 185 , 185 ," 8,054 ", 10.50 ,,,
10/4/2001,, 241.1 , 244.2 ,2,2,2 ," 8,113.5 ", 244.2 , 244.2 , 187 , 187 ," 8,056 ", 3.10 ,,,
10/10/2001,, 244.2 , 248.2 ,3,3,3 ," 8,117.5 ", 248.2 , 248.2 , 190 , 190 ," 8,059 ", 4.00 ,,,
10/13/2001,, 248.2 , 259.4 ,3,3,3 ," 8,128.7 ", 259.4 , 259.4 , 193 , 193 ," 8,062 ", 11.20 ,,,
10/29/2001,, 259.4 , 261.4 ,2,2,2 ," 8,130.7 ", 261.4 , 261.4 , 195 , 195 ," 8,064 ", 2.00 ,,,
11/10/2001,, 261.4 , 267.4 ,4,4,4 ," 8,136.7 ", 267.4 , 267.4 , 199 , 199 ," 8,068 ", 6.00 ,,,
11/15/2001,, 267.4 , 268.8 ,2,2,2 ," 8,138.1 ", 268.8 , 268.8 , 201 , 201 ," 8,070 ", 1.40 ,,,
12/14/2001,, 268.8 , 270.3 ,2,2,2 ," 8,139.6 ", 270.3 , 270.3 , 203 , 203 ," 8,072 ", 1.50 ,,,
12/17/2001,, 270.3 , 274.3 ,3,3,3 ," 8,143.6 ", 274.3 , 274.3 , 206 , 206 ," 8,075 ", 4.00 ,,,
12/20/2001,, 274.3 , 275.6 ,2,2,2," 8,144.9 ", 275.6 , 275.6 , 208 , 208 ," 8,077 ", 1.30 ,,,
12/22/2001,, 275.6 , 277.2 ,2,2,2," 8,146.5 ", 277.2 , 277.2 , 210 , 210 ," 8,079 ", 1.60 ,,,
1/12/2002,, 277.2 , 278.7 ,2,2,2," 8,148.0 ", 278.7 , 278.7 , 212 , 212 ," 8,081 ", 1.50 ,,,
1/13/2002,, 278.7 , 279.7 ,2,2,2," 8,149.0 ", 279.7 , 279.7 , 214 , 214 ," 8,083 ", 1.00 ,,,
1/14/2002,, 279.7 , 280.6 ,2,2,2," 8,149.9 ", 280.6 , 280.6 , 216 , 216 ," 8,085 ", 0.90 ,,,
1/20/2002,, 280.6 , 282.1 ,2,2,2," 8,151.4 ", 282.1 , 282.1 , 218 , 218 ," 8,087 ", 1.50 ,,,
1/23/2002,, 282.1 , 283.7 ,2,2,2," 8,153.0 ", 283.7 , 283.7 , 220 , 220 ," 8,089 ", 1.60 ,,,
2/8/2002,, 283.7 , 285.8 ,3,3,3," 8,155.1 ", 285.8 , 285.8 , 223 , 223 ," 8,092 ", 2.10 ,,,
2/11/2002,, 285.8 , 287.3 ,2,2,2," 8,156.6 ", 287.3 , 287.3 , 225 , 225 ," 8,094 ", 1.50 ,,,
2/15/2002,, 287.3 , 288.9 ,2,2,2," 8,158.2 ", 288.9 , 288.9 , 227 , 227 ," 8,096 ", 1.60 ,,,
3/11/2002,, 288.9 , 299.7 ,6,6,6," 8,169.0 ", 299.7 , 299.7 , 233 , 233 ," 8,102 ", 10.80 ,,,
3/12/2002,, 299.7 , 310.0 ,2,2,2," 8,179.3 ", 310.0 , 310.0 , 235 , 235 ," 8,104 ", 10.30 ,,,
3/14/2002,, 310.0 , 320.1 ,8,8,8," 8,189.4 ", 320.1 , 320.1 , 243 , 243 ," 8,112 ", 10.10 ,,,
3/24/2002,, 320.1 , 326.2 ,8,8,8," 8,195.5 ", 326.2 , 326.2 , 251 , 251 ," 8,120 ", 6.10 ,,,
3/25/2002,, 326.2 , 327.0 ,1,1,1," 8,196.3 ", 327.0 , 327.0 , 252 , 252 ," 8,121 ", 0.80 ,,,
4/9/2002,, 327.0 , 345.7 ,10,10,10," 8,215.0 ", 345.7 , 345.7 , 262 , 262 ," 8,131 ", 18.70 ,,,
4/10/2002,, 345.7 , 354.2 ,2,2,2," 8,223.5 ", 354.2 , 354.2 , 264 , 264 ," 8,133 ", 8.50 ,,,
4/22/2002,, 354.2 , 355.8 ,2,2,2," 8,225.1 ", 355.8 , 355.8 , 266 , 266 ," 8,135 ", 1.60 ,,,
4/29/2002,, 355.8 , 357.8 ,2,2,2," 8,227.1 ", 357.8 , 357.8 , 268 , 268 ," 8,137 ", 2.00 ,,,
5/7/2002,, 357.8 , 360.3 ,3,3,3," 8,229.6 ", 360.3 , 360.3 , 271 , 271 ," 8,140 ", 2.50 ,,,
5/10/2002,, 360.3 , 361.6 ,2,2,2," 8,230.9 ", 361.6 , 361.6 , 273 , 273 ," 8,142 ", 1.30 ,,,
5/14/2002,, 361.6 , 371.7 ,5,5,5," 8,241.0 ", 371.7 , 371.7 , 278 , 278 ," 8,147 ", 10.10 ,,,
5/15/2002,, 371.7 , 374.1 ,4,4,4," 8,243.4 ", 374.1 , 374.1 , 282 , 282 ," 8,151 ", 2.40 ,,,
5/17/2002,, 374.1 , 380.6 ,3,3,3," 8,249.9 ", 380.6 , 380.6 , 285 , 285 ," 8,154 ", 6.50 ,,,
5/24/2002,, 380.6 , 388.7 ,5,5,5," 8,258.0 ", 388.7 , 388.7 , 290 , 290 ," 8,159 ", 8.10 ,,,
6/1/2002,, 388.7 , 391.3 ,3,3,3," 8,260.6 ", 391.3 , 391.3 , 293 , 293 ," 8,162 ", 2.60 ,,,
6/9/2002,, 391.3 , 393.7 ,2,2,2," 8,263.0 ", 393.7 , 393.7 , 295 , 295 ," 8,164 ", 2.40 ,,,
6/16/2002,, 393.7 , 396.8 ,3,3,3," 8,266.1 ", 396.8 , 396.8 , 298 , 298 ," 8,167 ", 3.10 ,,,
6/24/2002,, 396.8 , 398.4 ,2,2,2," 8,267.7 ", 398.4 , 398.4 , 300 , 300 ," 8,169 ", 1.60 ,,,
7/7/2002,, 398.4 , 400.1 ,2,2,2," 8,269.4 ", 400.1 , 400.1 , 302 , 302 ," 8,171 ", 1.70 ,,,
7/12/2002,, 400.1 , 401.6 ,2,2,2," 8,270.9 ", 401.6 , 401.6 , 304 , 304 ," 8,173 ", 1.50 ,,,
7/16/2002,, 401.6 , 403.5 ,2,2,2," 8,272.8 ", 403.5 , 403.5 , 306 , 306 ," 8,175 ", 1.90 ,,,
7/16/2002,, 403.5 , 405.1 ,2,2,2," 8,274.4 ", 405.1 , 405.1 , 308 , 308 ," 8,177 ", 1.60 ,,,
7/23/2002,, 405.1 , 407.7 ,2,2,2," 8,277.0 ", 407.7 , 407.7 , 310 , 310 ," 8,179 ", 2.60 ,,,
7/29/2002,, 407.7 , 409.0 ,2,2,2," 8,278.3 ", 409.0 , 409.0 , 312 , 312 ," 8,181 ", 1.30 ,,,
8/4/2002,, 409.0 , 416.9 ,2,2,2," 8,286.2 ", 416.9 , 416.9 , 314 , 314 ," 8,183 ", 7.90 ,,,
8/6/2002,, 416.9 , 417.7 ,1,1,1," 8,287.0 ", 417.7 , 417.7 , 315 , 315 ," 8,184 ", 0.80 ,,,
8/12/2002,, 417.7 , 419.4 ,2,2,2," 8,288.7 ", 419.4 , 419.4 , 317 , 317 ," 8,186 ", 1.70 ,,,
8/13/2002,, 419.4 , 421.8 ,4,4,4," 8,291.1 ", 421.8 , 421.8 , 321 , 321 ," 8,190 ", 2.40 ,,,
8/14/2002,, 421.8 , 424.1 ,2,2,2," 8,293.4 ", 424.1 , 424.1 , 323 , 323 ," 8,192 ", 2.30 ,,,
,, 424.1 , 425.6 ,2,2,2," 8,294.9 ", 425.6 , 425.6 , 325 , 325 ," 8,194 ", 1.50 ,,,
,, 425.6 , 429.6 ,2,2,2," 8,298.9 ", 429.6 , 429.6 , 327 , 327 ," 8,196 ", 4.00 ,,,
,, 429.6 , 431.0 ,2,2,2," 8,300.3 ", 431.0 , 431.0 , 329 , 329 ," 8,198 ", 1.40 ,,,
,, 431.0 , 432.9 ,3,3,3," 8,302.2 ", 432.9 , 432.9 , 332 , 332 ," 8,201 ", 1.90 ,,,
10/6/2002,, 432.9 , 434.4 ,2,2,2," 8,303.7 ", 434.4 , 434.4 , 334 , 334 ," 8,203 ", 1.50 ,,,
10/11/2002,, 434.4 , 436.5 ,2,2,2," 8,305.8 ", 436.5 , 436.5 , 336 , 336 ," 8,205 ", 2.10 ,,,
10/17/2002,, 436.5 , 440.3 ,2,2,2," 8,309.6 ", 440.3 , 440.3 , 338 , 338 ," 8,207 ", 3.80 ,,,
10/21/2002,, 440.3 , 441.9 ,2,2,2," 8,311.2 ", 441.9 , 441.9 , 340 , 340 ," 8,209 ", 1.60 ,,,
10/23/2002,, 441.9 , 443.3 ,2,2,2," 8,312.6 ", 443.3 , 443.3 , 342 , 342 ," 8,211 ", 1.40 ,,,
11/6/2002,, 443.3 , 445.0 ,2,2,2," 8,314.3 ", 445.0 , 445.0 , 344 , 344 ," 8,213 ", 1.70 ,,,
11/10/2002,, 445.0 , 446.6 ,2,2,2," 8,315.9 ", 446.6 , 446.6 , 346 , 346 ," 8,215 ", 1.60 ,,,
11/13/2002,, 446.6 , 455.3 ,2,2,2," 8,324.6 ", 455.3 , 455.3 , 348 , 348 ," 8,217 ", 8.70 ,,,
11/25/2002,, 455.3 , 462.4 ,6,6,6," 8,331.7 ", 462.4 , 462.4 , 354 , 354 ," 8,223 ", 7.10 ,,,
12/12/2002,, 462.4 , 464.0 ,2,2,2," 8,333.3 ", 464.0 , 464.0 , 356 , 356 ," 8,225 ", 1.60 ,,,
12/12/2002,, 464.0 , 471.1 ,2,2,2," 8,340.4 ", 471.1 , 471.1 , 358 , 358 ," 8,227 ", 7.10 ,,,
12/23/2002,, 471.1 , 472.4 ,2,2,2," 8,341.7 ", 472.4 , 472.4 , 360 , 360 ," 8,229 ", 1.30 ,,,
12/30/2002,, 472.4 , 474.5 ,2,2,2," 8,343.8 ", 474.5 , 474.5 , 362 , 362 ," 8,231 ", 2.10 ,,,
1/7/2003,, 474.5 , 477.4 ,4,4,4," 8,346.7 ", 477.4 , 477.4 , 366 , 366 ," 8,235 ", 2.90 ,,,
1/16/2003,, 477.4 , 478.9 ,2,2,2," 8,348.2 ", 478.9 , 478.9 , 368 , 368 ," 8,237 ", 1.50 ,,,
1/22/2003,, 478.9 , 487.3 ,4,4,4," 8,356.6 ", 487.3 , 487.3 , 372 , 372 ," 8,241 ", 8.40 ,,,
1/23/2003,, 487.3 , 489.3 ,2,2,2," 8,358.6 ", 489.3 , 489.3 , 374 , 374 ," 8,243 ", 2.00 ,,,
1/25/2003,, 489.3 , 491.0 ,2,2,2," 8,360.3 ", 491.0 , 491.0 , 376 , 376 ," 8,245 ", 1.70 ,,,
1/28/2003,, 491.0 , 491.7 ,1,1,1," 8,361.0 ", 491.7 , 491.7 , 377 , 377 ," 8,246 ", 0.70 ,,,
,, 491.7 , 497.7 ,4,4,4," 8,367.0 ", 497.7 , 497.7 , 381 , 381 ," 8,250 ", 6.00 ,,,
2/19/2003,, 497.7 , 498.4 ,1,1,1," 8,367.7 ", 498.4 , 498.4 , 382 , 382 ," 8,251 ", 0.70 ,,,
2/10/2003,, 498.4 , 500.5 ,2,2,2," 8,369.8 ", 500.5 , 500.5 , 384 , 384 ," 8,253 ", 2.10 ,,,
2/26/2003,, 500.5 , 502.6 ,3,3,3," 8,371.9 ", 502.6 , 502.6 , 387 , 387 ," 8,256 ", 2.10 ,,,
2/28/2003,, 502.6 , 504.0 ,2,2,2," 8,373.3 ", 504.0 , 504.0 , 389 , 389 ," 8,258 ", 1.40 ,,,
3/3/2003,, 504.0 , 505.4 ,2,2,2," 8,374.7 ", 505.4 , 505.4 , 391 , 391 ," 8,260 ", 1.40 ,,,
3/4/2003,, 505.4 , 506.8 ,2,2,2," 8,376.1 ", 506.8 , 506.8 , 393 , 393 ," 8,262 ", 1.40 ,,,
3/12/2003,, 506.8 , 510.3 ,2,2,2," 8,379.6 ", 510.3 , 510.3 , 395 , 395 ," 8,264 ", 3.50 ,,,
3/22/2003,, 510.3 , 521.7 ,7,7,7," 8,391.0 ", 521.7 , 521.7 , 402 , 402 ," 8,271 ", 11.40 ,,,
3/25/2003,, 521.7 , 525.9 ,5,5,5," 8,395.2 ", 525.9 , 525.9 , 407 , 407 ," 8,276 ", 4.20 ,,,
3/26/2003,, 525.9 , 528.1 ,2,2,2," 8,397.4 ", 528.1 , 528.1 , 409 , 409 ," 8,278 ", 2.20 ,,,
3/31/2003,, 528.1 , 533.9 ,4,4,4," 8,403.2 ", 533.9 , 533.9 , 413 , 413 ," 8,282 ", 5.80 ,,,
4/1/2003,, 533.9 , 542.7 ,2,2,2," 8,412.0 ", 542.7 , 542.7 , 415 , 415 ," 8,284 ", 8.80 ,,,
4/4/2003,, 542.7 , 549.2 ,5,5,5," 8,418.5 ", 549.2 , 549.2 , 420 , 420 ," 8,289 ", 6.50 ,,,
4/8/2003,, 549.2 , 554.6 ,4,4,4," 8,423.9 ", 554.6 , 554.6 , 424 , 424 ," 8,293 ", 5.40 ,,,
4/10/2003,, 554.6 , 556.0 ,2,2,2," 8,425.3 ", 556.0 , 556.0 , 426 , 426 ," 8,295 ", 1.40 ,,,
4/18/2003,, 556.0 , 557.5 ,1,1,1," 8,426.8 ", 557.5 , 557.5 , 427 , 427 ," 8,296 ", 1.50 ,,,
4/21/2003,, 557.5 , 559.3 ,2,2,2," 8,428.6 ", 559.3 , 559.3 , 429 , 429 ," 8,298 ", 1.80 ,,,
4/22/2003,, 559.3 , 562.1 ,2,2,2," 8,431.4 ", 562.1 , 562.1 , 431 , 431 ," 8,300 ", 2.80 ,,,
4/23/2003,, 562.1 , 565.1 ,3,3,3," 8,434.4 ", 565.1 , 565.1 , 434 , 434 ," 8,303 ", 3.00 ,,,
4/24/2003,, 565.1 , 567.1 ,2,2,2," 8,436.4 ", 567.1 , 567.1 , 436 , 436 ," 8,305 ", 2.00 ,,,
5/22/2003,, 567.1 , 570.2 ,3,3,3," 8,439.5 ", 570.2 , 570.2 , 439 , 439 ," 8,308 ", 3.10 ,,,
6/13/2003,, 570.2 , 576.6 ,7,7,7," 8,445.9 ", 576.6 , 576.6 , 446 , 446 ," 8,315 ", 6.40 ,,,
6/16/2003,, 576.6 , 578.4 ,2,2,2," 8,447.7 ", 578.4 , 578.4 , 448 , 448 ," 8,317 ", 1.80 ,,,
6/18/2003,, 578.4 , 579.9 ,2,2,2," 8,449.2 ", 579.9 , 579.9 , 450 , 450 ," 8,319 ", 1.50 ,,,
6/19/2003,, 579.9 , 582.3 ,2,2,2," 8,451.6 ", 582.3 , 582.3 , 452 , 452 ," 8,321 ", 2.40 ,,,
6/20/2003,, 582.3 , 584.3 ,4,4,4," 8,453.6 ", 584.3 , 584.3 , 456 , 456 ," 8,325 ", 2.00 ,,,
6/24/2003,, 584.3 , 589.6 ,3,3,3," 8,458.9 ", 589.6 , 589.6 , 459 , 459 ," 8,328 ", 5.30 ,,,
6/30/2003,, 589.6 , 592.1 ,3,3,3," 8,461.4 ", 592.1 , 592.1 , 462 , 462 ," 8,331 ", 2.50 ,,,
7/6/2003,, 592.1 , 596.5 ,2,2,2," 8,465.8 ", 596.5 , 596.5 , 464 , 464 ," 8,333 ", 4.40 ,,,
7/10/2003,, 596.5 , 595.3 ,2,2,2," 8,464.6 ", 595.3 , 595.3 , 466 , 466 ," 8,335 ", (1.20),,,
7/16/2003,, 595.3 , 596.1 ,2,2,2," 8,465.4 ", 596.1 , 596.1 , 468 , 468 ," 8,337 ", 0.80 ,,,
7/20/2003,, 596.1 , 598.1 ,2,2,2," 8,467.4 ", 598.1 , 598.1 , 470 , 470 ," 8,339 ", 2.00 ,,,
7/21/2003,, 598.1 , 599.8 ,2,2,2," 8,469.1 ", 599.8 , 599.8 , 472 , 472 ," 8,341 ", 1.70 ,,,
7/21/2003,, 599.8 , 601.4 ,2,2,2," 8,470.7 ", 601.4 , 601.4 , 474 , 474 ," 8,343 ", 1.60 ,,,
7/25/2003,, 601.4 , 602.9 ,2,2,2," 8,472.2 ", 602.9 , 602.9 , 476 , 476 ," 8,345 ", 1.50 ,,,
7/30/2003,, 602.9 , 604.7 ,2,2,2," 8,474.0 ", 604.7 , 604.7 , 478 , 478 ," 8,347 ", 1.80 ,,,
8/7/2003,, 604.7 , 609.1 ,4,4,4," 8,478.4 ", 609.1 , 609.1 , 482 , 482 ," 8,351 ", 4.40 ,,,
8/9/2003,, 609.1 , 612.0 ,3,3,3," 8,481.3 ", 612.0 , 612.0 , 485 , 485 ," 8,354 ", 2.90 ,,,
8/13/2003,, 612.0 , 613.6 ,2,2,2," 8,482.9 ", 613.6 , 613.6 , 487 , 487 ," 8,356 ", 1.60 ,,,
8/13/2003,, 613.6 , 615.2 ,2,2,2," 8,484.5 ", 615.2 , 615.2 , 489 , 489 ," 8,358 ", 1.60 ,,,
8/20/2003,, 615.2 , 620.5 ,4,4,4," 8,489.8 ", 620.5 , 620.5 , 493 , 493 ," 8,362 ", 5.30 ,,,
8/21/2003,, 620.5 , 624.9 ,3,3,3," 8,494.2 ", 624.9 , 624.9 , 496 , 496 ," 8,365 ", 4.40 ,,,
8/25/2003,, 624.9 , 626.5 ,2,2,2," 8,495.8 ", 626.5 , 626.5 , 498 , 498 ," 8,367 ", 1.60 ,,,
8/31/2003,, 626.5 , 629.7 ,4,4,4," 8,499.0 ", 629.7 , 629.7 , 502 , 502 ," 8,371 ", 3.20 ,,,
9/4/2003,, 629.7 , 634.9 ,4,4,4," 8,504.2 ", 634.9 ," 2,464.2 ", 506 ," 12,701 "," 8,375 ", 5.20 ,Right Engine Hot Section. Total Cycles at this time is 12701.,,
10/8/2003,, 634.9 , 635.7 ,1,1,1," 8,505.0 ", 635.7 ," 2,465.0 ", 507 ," 12,702 "," 8,376 ", 0.80 ,,,
10/8/2003,, 635.7 , 638.2 ,3,3,3," 8,507.5 ", 638.2 ," 2,467.5 ", 510 ," 12,705 "," 8,379 ", 2.50 ,,,
10/10/2003,, 638.2 , 640.1 ,2,2,2," 8,509.4 ", 640.1 ," 2,469.4 ", 512 ," 12,707 "," 8,381 ", 1.90 ,,,
10/19/2003,, 640.1 , 642.8 ,4,4,4," 8,512.1 ", 642.8 ," 2,472.1 ", 516 ," 12,711 "," 8,385 ", 2.70 ,,,
